[2025-10-01 17:10:14] [INFO    ] discord.client: logging in using static token
[2025-10-01 17:10:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 16, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-01T14:10:56.284000+00:00', 'pinned': False, 'nonce': '6186053784662666968', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1422903757317869641'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-01T11:11:32.109130+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1422948905921941524', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Now playing: **BLOODLUST**', 'components': [], 'channel_type': 0, 'channel_id': '1422903339800334400', 'author': {'username': 'Juru', 'public_flags': 0, 'primary_guild': None, 'id': '1422898475057549403', 'global_name': None, 'display_name_styles': None, 'discriminator': '7630', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1422903339191894130'}}
[2025-10-01 17:10:56] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-01 17:10:56] [DEBUG   ] discord.client: Dispatching event message
[2025-10-01 17:10:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422903339800334400/messages with {"content":"Now playing: **BLOODLUST**","components":[],"nonce":"6186053784662666968","enforce_nonce":true,"tts":false} has returned 200
[2025-10-01 17:10:56] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1422903339800334400/messages has received {'type': 0, 'content': 'Now playing: **BLOODLUST**', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-10-01T14:10:56.284000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1422948905921941524', 'channel_id': '1422903339800334400', 'author': {'id': '1422898475057549403', 'username': 'Juru', 'avatar': None, 'discriminator': '7630', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6186053784662666968'}
[2025-10-01 17:10:56] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-10-01 17:10:56] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2025-10-01 17:10:56] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-01 17:11:01] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327861389, 'seq_ack': 3}.
[2025-10-01 17:11:01] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327861389, 'seq_ack': 3}}.
[2025-10-01 17:11:01] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327861389}}
[2025-10-01 17:11:06] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327866393, 'seq_ack': 3}.
[2025-10-01 17:11:06] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327866393, 'seq_ack': 3}}.
[2025-10-01 17:11:06] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327866393}}
[2025-10-01 17:11:11] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327871405, 'seq_ack': 3}.
[2025-10-01 17:11:11] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327871405, 'seq_ack': 3}}.
[2025-10-01 17:11:11] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327871405}}
[2025-10-01 17:11:16] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327876417, 'seq_ack': 3}.
[2025-10-01 17:11:16] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327876417, 'seq_ack': 3}}.
[2025-10-01 17:11:16] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327876417}}
[2025-10-01 17:11:21] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327881430, 'seq_ack': 3}.
[2025-10-01 17:11:21] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327881430, 'seq_ack': 3}}.
[2025-10-01 17:11:21] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327881430}}
[2025-10-01 17:11:26] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327886445, 'seq_ack': 3}.
[2025-10-01 17:11:26] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327886445, 'seq_ack': 3}}.
[2025-10-01 17:11:26] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327886445}}
[2025-10-01 17:11:31] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327891461, 'seq_ack': 3}.
[2025-10-01 17:11:31] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327891461, 'seq_ack': 3}}.
[2025-10-01 17:11:31] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327891461}}
[2025-10-01 17:11:36] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327896465, 'seq_ack': 3}.
[2025-10-01 17:11:36] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327896465, 'seq_ack': 3}}.
[2025-10-01 17:11:36] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327896465}}
[2025-10-01 17:11:37] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2025-10-01 17:11:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-01 17:11:41] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327901479, 'seq_ack': 3}.
[2025-10-01 17:11:41] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327901479, 'seq_ack': 3}}.
[2025-10-01 17:11:41] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327901479}}
[2025-10-01 17:11:46] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327906489, 'seq_ack': 3}.
[2025-10-01 17:11:46] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327906489, 'seq_ack': 3}}.
[2025-10-01 17:11:46] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327906489}}
[2025-10-01 17:11:51] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327911499, 'seq_ack': 3}.
[2025-10-01 17:11:51] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327911499, 'seq_ack': 3}}.
[2025-10-01 17:11:51] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327911499}}
[2025-10-01 17:11:56] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327916500, 'seq_ack': 3}.
[2025-10-01 17:11:56] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327916500, 'seq_ack': 3}}.
[2025-10-01 17:11:56] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327916500}}
[2025-10-01 17:12:01] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327921516, 'seq_ack': 3}.
[2025-10-01 17:12:01] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327921516, 'seq_ack': 3}}.
[2025-10-01 17:12:01] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327921516}}
[2025-10-01 17:12:06] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327926527, 'seq_ack': 3}.
[2025-10-01 17:12:06] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327926527, 'seq_ack': 3}}.
[2025-10-01 17:12:06] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327926527}}
[2025-10-01 17:12:11] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327931539, 'seq_ack': 3}.
[2025-10-01 17:12:11] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327931539, 'seq_ack': 3}}.
[2025-10-01 17:12:11] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327931539}}
[2025-10-01 17:12:16] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327936541, 'seq_ack': 3}.
[2025-10-01 17:12:16] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327936541, 'seq_ack': 3}}.
[2025-10-01 17:12:16] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327936541}}
[2025-10-01 17:12:19] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2025-10-01 17:12:19] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-01 17:12:21] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327941547, 'seq_ack': 3}.
[2025-10-01 17:12:21] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327941547, 'seq_ack': 3}}.
[2025-10-01 17:12:21] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327941547}}
[2025-10-01 17:12:26] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327946559, 'seq_ack': 3}.
[2025-10-01 17:12:26] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327946559, 'seq_ack': 3}}.
[2025-10-01 17:12:26] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327946559}}
[2025-10-01 17:12:31] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327951560, 'seq_ack': 3}.
[2025-10-01 17:12:31] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327951560, 'seq_ack': 3}}.
[2025-10-01 17:12:31] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327951560}}
[2025-10-01 17:12:36] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327956572, 'seq_ack': 3}.
[2025-10-01 17:12:36] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327956572, 'seq_ack': 3}}.
[2025-10-01 17:12:36] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327956572}}
[2025-10-01 17:12:41] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327961583, 'seq_ack': 3}.
[2025-10-01 17:12:41] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327961583, 'seq_ack': 3}}.
[2025-10-01 17:12:41] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327961583}}
[2025-10-01 17:12:46] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327966591, 'seq_ack': 3}.
[2025-10-01 17:12:46] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327966591, 'seq_ack': 3}}.
[2025-10-01 17:12:46] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327966591}}
[2025-10-01 17:12:51] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327971596, 'seq_ack': 3}.
[2025-10-01 17:12:51] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327971596, 'seq_ack': 3}}.
[2025-10-01 17:12:51] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327971596}}
[2025-10-01 17:12:56] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327976597, 'seq_ack': 3}.
[2025-10-01 17:12:56] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327976597, 'seq_ack': 3}}.
[2025-10-01 17:12:56] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327976597}}
[2025-10-01 17:13:00] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2025-10-01 17:13:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-01 17:13:01] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327981601, 'seq_ack': 3}.
[2025-10-01 17:13:01] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327981601, 'seq_ack': 3}}.
[2025-10-01 17:13:01] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327981601}}
[2025-10-01 17:13:06] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327986607, 'seq_ack': 3}.
[2025-10-01 17:13:06] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327986607, 'seq_ack': 3}}.
[2025-10-01 17:13:06] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327986607}}
[2025-10-01 17:13:11] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327991614, 'seq_ack': 3}.
[2025-10-01 17:13:11] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327991614, 'seq_ack': 3}}.
[2025-10-01 17:13:11] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327991614}}
[2025-10-01 17:13:16] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759327996621, 'seq_ack': 3}.
[2025-10-01 17:13:16] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759327996621, 'seq_ack': 3}}.
[2025-10-01 17:13:16] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759327996621}}
[2025-10-01 17:13:21] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328001631, 'seq_ack': 3}.
[2025-10-01 17:13:21] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328001631, 'seq_ack': 3}}.
[2025-10-01 17:13:21] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328001631}}
[2025-10-01 17:13:26] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328006633, 'seq_ack': 3}.
[2025-10-01 17:13:26] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328006633, 'seq_ack': 3}}.
[2025-10-01 17:13:26] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328006633}}
[2025-10-01 17:13:31] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328011641, 'seq_ack': 3}.
[2025-10-01 17:13:31] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328011641, 'seq_ack': 3}}.
[2025-10-01 17:13:31] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328011641}}
[2025-10-01 17:13:36] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328016645, 'seq_ack': 3}.
[2025-10-01 17:13:36] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328016645, 'seq_ack': 3}}.
[2025-10-01 17:13:36] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328016645}}
[2025-10-01 17:13:41] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328021656, 'seq_ack': 3}.
[2025-10-01 17:13:41] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328021656, 'seq_ack': 3}}.
[2025-10-01 17:13:41] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328021656}}
[2025-10-01 17:13:41] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2025-10-01 17:13:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-01 17:13:46] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328026660, 'seq_ack': 3}.
[2025-10-01 17:13:46] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328026660, 'seq_ack': 3}}.
[2025-10-01 17:13:46] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328026660}}
[2025-10-01 17:13:51] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328031664, 'seq_ack': 3}.
[2025-10-01 17:13:51] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328031664, 'seq_ack': 3}}.
[2025-10-01 17:13:51] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328031664}}
[2025-10-01 17:13:56] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328036678, 'seq_ack': 3}.
[2025-10-01 17:13:56] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328036678, 'seq_ack': 3}}.
[2025-10-01 17:13:56] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328036678}}
[2025-10-01 17:14:01] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328041694, 'seq_ack': 3}.
[2025-10-01 17:14:01] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328041694, 'seq_ack': 3}}.
[2025-10-01 17:14:01] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328041694}}
[2025-10-01 17:14:06] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328046697, 'seq_ack': 3}.
[2025-10-01 17:14:06] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328046697, 'seq_ack': 3}}.
[2025-10-01 17:14:06] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328046697}}
[2025-10-01 17:14:11] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328051698, 'seq_ack': 3}.
[2025-10-01 17:14:11] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328051698, 'seq_ack': 3}}.
[2025-10-01 17:14:11] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328051698}}
[2025-10-01 17:14:16] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328056705, 'seq_ack': 3}.
[2025-10-01 17:14:16] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328056705, 'seq_ack': 3}}.
[2025-10-01 17:14:16] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328056705}}
[2025-10-01 17:14:21] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328061706, 'seq_ack': 3}.
[2025-10-01 17:14:21] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328061706, 'seq_ack': 3}}.
[2025-10-01 17:14:21] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328061706}}
[2025-10-01 17:14:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2025-10-01 17:14:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-01 17:14:26] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328066713, 'seq_ack': 3}.
[2025-10-01 17:14:26] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328066713, 'seq_ack': 3}}.
[2025-10-01 17:14:26] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328066713}}
[2025-10-01 17:14:31] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328071728, 'seq_ack': 3}.
[2025-10-01 17:14:31] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328071728, 'seq_ack': 3}}.
[2025-10-01 17:14:31] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328071728}}
[2025-10-01 17:14:36] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328076740, 'seq_ack': 3}.
[2025-10-01 17:14:36] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328076740, 'seq_ack': 3}}.
[2025-10-01 17:14:36] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328076740}}
[2025-10-01 17:14:41] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328081748, 'seq_ack': 3}.
[2025-10-01 17:14:41] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328081748, 'seq_ack': 3}}.
[2025-10-01 17:14:41] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328081748}}
[2025-10-01 17:14:46] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328086755, 'seq_ack': 3}.
[2025-10-01 17:14:46] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328086755, 'seq_ack': 3}}.
[2025-10-01 17:14:46] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328086755}}
[2025-10-01 17:14:51] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328091763, 'seq_ack': 3}.
[2025-10-01 17:14:51] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328091763, 'seq_ack': 3}}.
[2025-10-01 17:14:51] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328091763}}
[2025-10-01 17:14:56] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328096767, 'seq_ack': 3}.
[2025-10-01 17:14:56] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328096767, 'seq_ack': 3}}.
[2025-10-01 17:14:56] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328096767}}
[2025-10-01 17:15:01] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328101772, 'seq_ack': 3}.
[2025-10-01 17:15:01] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328101772, 'seq_ack': 3}}.
[2025-10-01 17:15:01] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328101772}}
[2025-10-01 17:15:04] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 16.
[2025-10-01 17:15:04] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-01 17:15:06] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328106776, 'seq_ack': 3}.
[2025-10-01 17:15:06] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328106776, 'seq_ack': 3}}.
[2025-10-01 17:15:06] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328106776}}
[2025-10-01 17:15:11] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328111779, 'seq_ack': 3}.
[2025-10-01 17:15:11] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328111779, 'seq_ack': 3}}.
[2025-10-01 17:15:11] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328111779}}
[2025-10-01 17:15:16] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328116791, 'seq_ack': 3}.
[2025-10-01 17:15:16] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328116791, 'seq_ack': 3}}.
[2025-10-01 17:15:16] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328116791}}
[2025-10-01 17:15:21] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328121796, 'seq_ack': 3}.
[2025-10-01 17:15:21] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328121796, 'seq_ack': 3}}.
[2025-10-01 17:15:21] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328121796}}
[2025-10-01 17:15:23] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 220571}}.
[2025-10-01 17:15:23] [DEBUG   ] discord.player: Preparing to terminate ffmpeg process 16884.
[2025-10-01 17:15:23] [INFO    ] discord.player: ffmpeg process 16884 successfully terminated with return code of 0.
[2025-10-01 17:15:26] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328126797, 'seq_ack': 3}.
[2025-10-01 17:15:26] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': {'t': 1759328126797, 'seq_ack': 3}}.
[2025-10-01 17:15:26] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': {'t': 1759328126797}}
[2025-10-01 17:15:31] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp {'t': 1759328131806, 'seq_ack': 3}.
